stop_id,stop_code,stop_name,stop_lat,stop_lon
stop_26_92090_75_83568,RAPAD,"RAMGANJ CHOPAD",26.9209,75.83568
stop_26_91767_75_84897,GALTA,"GALTA",26.91767,75.84897
stop_26_93934_75_78596,PPACH,"PANI PACH",26.93934,75.78596
stop_26_93986_75_77744,26,"AMBA BARI",26.93986,75.77744
stop_26_94000_75_77485,CUA,"CHOMU PULIYA",26.94,75.77485
stop_26_94612_75_77321,BETAN,"BHAWANI NIKETAN",26.94612,75.77321
stop_26_96074_75_77155,KEHOS,"KHETAN HOS",26.96074,75.77155
stop_26_96624_75_77225,MSCHO,"M. SCHOOL",26.96624,75.77225
stop_26_97061_75_77245,VKI1,"VKI NO. 1",26.97061,75.77245
stop_26_97918_75_77386,VKI5,"VKI NO. 5",26.97918,75.77386
stop_26_98229_75_77428,VK8,"VKI NO. 8",26.98229,75.77428
stop_26_98686_75_77323,VKI9,"VKI NO. 9",26.98686,75.77323
stop_26_99301_75_77201,VKI12,"VKI NO. 12",26.99301,75.77201
stop_26_99722_75_77077,VKI14,"VKI NO. 14",26.99722,75.77077
stop_27_01246_75_76931,NIMOD,"NINDHAR MOD",27.01246,75.76931
stop_27_01735_75_76955,HARMA,"HARMARA",27.01735,75.76955
stop_27_03343_75_78466,TDEPO,"TODI DEPOT",27.033432,75.784661
stop_26_90448_75_84388,TRANS,"TRANSPORT NGR",26.904483,75.843881
stop_26_91326_75_83322,GTG,"GHAT GATE",26.913265,75.833217
stop_26_91527_75_82356,SGG,"SANGANERI GATE",26.915266,75.823561
stop_26_91516_75_81691,AJG,"AJMERI GATE",26.915164,75.816905
stop_26_91379_75_80880,PHI,"PANCH BATI",26.91379,75.8088
stop_26_91829_75_80142,GPO,"GPO",26.918289,75.80142
stop_26_92571_75_80761,CDE,"CHANDPOLE",26.925706,75.807614
stop_26_92411_75_80389,MYANK,"MAYANK",26.924112,75.803886
stop_26_93079_75_80113,PRH,"POWER HOUSE",26.93079,75.80113
stop_26_93285_75_79746,PTORY,"PITAL FACTORY",26.932849,75.797464
stop_26_93515_75_79327,TBHOS,"T.B.HOSPITAL",26.93515,75.79327
stop_26_93917_75_78607,PPACH,"PANI PACH",26.93917,75.786074
stop_26_93977_75_77739,26,"AMBA BARI",26.939767,75.777386
stop_26_93995_75_77475,CUA,"CHOMU PULIYA",26.939954,75.774751
stop_26_94602_75_77315,BETAN,"BHAWANI NIKETAN",26.94602,75.773153
stop_26_95560_75_77143,DLAJI,"DHER KA BALAJI",26.955601,75.771428
stop_26_97059_75_77237,VKI1,"VKI NO. 1",26.970594,75.772367
stop_26_98240_75_77420,VK8,"VKI NO. 8",26.982395,75.774204
stop_26_98652_75_77312,VKI9,"VKI NO. 9",26.986521,75.773124
stop_26_98635_75_78347,RD9CN,"RD 9 CANTEEN",26.986348,75.78347
stop_26_98850_75_78409,VKI14,"VKI NO. 14",26.988496,75.784095
stop_26_99784_75_79503,VKI17,"VKI NO. 17",26.997837,75.795031
stop_26_99929_75_79507,VKI17,"VKI NO. 17",26.999292,75.795075
stop_26_99574_75_78689,VKI14,"VKI NO. 14",26.995742,75.786886
stop_26_98630_75_78365,RD9CN,"RD 9 CANTEEN",26.986301,75.783646
stop_26_98315_75_77417,VK8,"VKI NO. 8",26.983154,75.774175
stop_26_97913_75_77407,VKI5,"VKI NO. 5",26.979135,75.774074
stop_26_96626_75_77243,AKC,"ALKA CINEMA",26.96626,75.772428
stop_26_96076_75_77167,KEHOS,"KHETAN HOS",26.960756,75.771666
stop_26_94668_75_77329,BETAN,"BHAWANI NIKETAN",26.946682,75.773289
stop_26_94106_75_77371,CUA,"CHOMU PULIYA",26.941062,75.77371
stop_26_94006_75_77732,26,"AMBA BARI",26.940059,75.777323
stop_26_94028_75_78549,PPACH,"PANI PACH",26.940277,75.785489
stop_26_93283_75_79785,PTORY,"PITAL FACTORY",26.93283,75.79785
stop_26_93034_75_80191,PRH,"POWER HOUSE",26.930339,75.801908
stop_26_92899_75_80379,MYANK,"MAYANK",26.928988,75.803792
stop_26_92567_75_80776,CDE,"CHANDPOLE",26.925666,75.807755
stop_26_91774_75_80188,GPO,"GPO",26.917737,75.801883
stop_26_91626_75_81007,PHI,"PANCH BATI",26.916262,75.810074
stop_26_91649_75_81840,AJG,"AJMERI GATE",26.916492,75.818401
stop_26_91544_75_82350,SGG,"SANGANERI GATE",26.915436,75.823496
stop_26_91337_75_83335,GTG,"GHAT GATE",26.913372,75.833353
stop_26_90467_75_84403,TRANS,"TRANSPORT NGR",26.904672,75.844028
stop_26_80019_75_84018,DWP,"DWARKA PURI",26.80019,75.84018
stop_26_80685_75_83558,NRI,"NRI",26.806854,75.835585
stop_26_80439_75_83054,S16,"SECTOR 16",26.804393,75.830543
stop_26_80241_75_82645,BRM,"BHARO MANDIR",26.802409,75.82645
stop_26_79976_75_82156,SEC11,"SECTOR 11",26.799763,75.821558
stop_26_80068_75_82010,SECTO,"SECTOR 10",26.800684,75.820096
stop_26_79667_75_81406,SEC8,"SECTOR 8",26.796671,75.814064
stop_26_80384_75_80832,SEC5,"SECTOR 5",26.80384,75.80832
stop_26_80750_75_80550,SECT3,"SECTOR 3",26.807502,75.805502
stop_26_81084_75_80294,GHA,"GOSHALA",26.810837,75.802941
stop_26_81557_75_79952,BOOKI,"BOOKING",26.815571,75.799521
stop_26_81931_75_79643,SGT,"SANGANER THANA",26.81931,75.796429
stop_26_82540_75_79450,KNAGA,"KALYAN NAGAR",26.8253998,75.794496
stop_26_82899_75_79425,RMN,"RAM MANDIR",26.8289865,75.794249
stop_26_83576_75_79404,RMR,"TARO KI KOOT",26.8357642,75.794043
stop_26_83714_75_79372,CPLEX,"CITY PLEX",26.837143,75.793722
stop_26_85104_75_79411,DGP,"DURGAPURA",26.851037,75.794114
stop_26_85736_75_79517,MNAGA,"MAHAVEER NAGAR",26.857361,75.795166
stop_26_86629_75_79643,JHC,"GOPALPURA",26.866287,75.796431
stop_26_87170_75_79714,SKGAT,"SAYEED KA GATTA",26.871703,75.797137
stop_26_87946_75_79885,GLA,"TONK PHATAK",26.879461,75.798852
stop_26_88353_75_80071,SBM,"SABJI MANDI",26.883533,75.800709
stop_26_88716_75_80258,GNMOD,"GANDHI NAGAR MOD",26.887164,75.802581
stop_26_89165_75_80580,TKP,"LAL KOTHI",26.891646,75.805797
stop_26_89644_75_80987,RBC,"RAMBAGH CIRCLE",26.896438,75.809871
stop_26_89894_75_81179,NSCIR,"NARAYAN SINGH CIRCLE",26.89894,75.81179
stop_26_90718_75_81505,RBH,"SMS HOSPITAL",26.907179,75.815054
stop_26_91157_75_81578,MLAGE,"MAHARANI COLLAGE",26.911567,75.815782
stop_26_91491_75_81665,AJG,"AJMERI GATE",26.914906,75.816649
stop_26_91545_75_82361,SGG,"SANGANERI GATE",26.915446,75.823606
stop_26_91343_75_83329,GTG,"GHAT GATE",26.913428,75.83329
stop_26_90445_75_84383,TRANS,"TRANSPORT NGR",26.90445,75.84383
stop_26_90401_75_84402,TRANS,"TRANSPORT NGR",26.90401,75.84402
stop_26_91339_75_83258,GTG,"GHAT GATE",26.91339,75.832579
stop_26_91526_75_82341,SGG,"SANGANERI GATE",26.915261,75.82341
stop_26_91488_75_81689,AJG,"AJMERI GATE",26.914876,75.816893
stop_26_91139_75_81596,MLAGE,"MAHARANI COLLAGE",26.911388,75.815962
stop_26_90729_75_81528,RBH,"SMS HOSPITAL",26.907292,75.815277
stop_26_89981_75_81271,NSCIR,"NARAYAN SINGH CIRCLE",26.899811,75.812709
stop_26_89624_75_81001,RBC,"RAMBAGH CIRCLE",26.896242,75.810006
stop_26_89145_75_80594,TKP,"LAL KOTHI",26.891448,75.805944
stop_26_88701_75_80274,GNMOD,"GANDHI NAGAR MOD",26.887006,75.802742
stop_26_88353_75_80097,SBM,"SABJI MANDI",26.88353,75.800975
stop_26_87944_75_79911,GLA,"TONK PHATAK",26.879443,75.799109
stop_26_87172_75_79736,SKGAT,"SAYEED KA GATTA",26.87172,75.797361
stop_26_86631_75_79663,JHC,"GOPALPURA",26.866313,75.796631
stop_26_86263_75_79616,MNAGA,"MAHAVEER NAGAR",26.862625,75.796158
stop_26_84982_75_79412,DGP,"DURGAPURA",26.849824,75.79412
stop_26_83726_75_79396,CPLEX,"CITY PLEX",26.8372631,75.793964
