stop_id,stop_code,stop_name,stop_lat,stop_lon
stop_26_91102_75_74362,AMARP,"AMARPALI CIRCLE",26.911019,75.743624
stop_26_91513_75_72950,BMIYA,"BAJRI MANDI PULIYA",26.91513,75.7295
stop_26_92037_75_73672,TEGOR,"VAISHALI CIRCLE",26.920368,75.736716
stop_26_92358_75_74526,KTPA,"KHATIPURA",26.92358,75.745263
stop_26_93058_75_75052,JTN,"JASWANT NAGAR",26.930579,75.75052
stop_26_93664_75_75667,JTA,"JHOTWARA",26.936642,75.756669
stop_26_94015_75_77323,CUA,"CHOMU PULIYA",26.940153,75.773235
stop_26_94177_75_76260,JTA,"JHOTWARA",26.941767,75.7626
stop_26_93059_75_75056,JTN,"JASWANT NAGAR",26.930586,75.750564
stop_26_92381_75_74542,KTPA,"KHATIPURA",26.923814,75.745422
stop_26_91544_75_74362,TEGOR,"VAISHALI CIRCLE",26.9154435,75.743623
stop_26_91123_75_74381,AMARP,"AMARPALI CIRCLE",26.911226,75.743807
stop_26_90518_75_74563,GIT,"GANDHI PATH",26.905184,75.745631
stop_26_89897_75_75860,PIC,"PURANI CHUNGI",26.898969,75.758596
stop_26_90060_75_76980,SAL,"SODALA",26.900605,75.769804
stop_26_90278_75_78615,22G,"22 GODAM",26.902777,75.786147
stop_26_89909_75_79967,HIGHC,"HIGH COURT",26.899089,75.799665
stop_26_91172_75_81584,MLAGE,"MAHARANI COLLAGE",26.911719,75.815844
stop_26_90118_75_84409,TRANS,"TRANSPORT NGR",26.901181,75.844089
stop_26_89310_75_86711,KNY,"KHANIYA",26.893104,75.867112
stop_26_89095_75_87386,MIK,"MURGI KHANA",26.890953,75.873864
stop_26_88829_75_88415,PMN,"PREM NAGAR",26.888291,75.884145
stop_26_88633_75_89166,BALTI,"BALTI FACTOR",26.886328,75.891663
stop_26_88400_75_90018,BWI,"BAWDI",26.883997,75.900175
stop_26_88195_75_91010,CIN,"CHUNGI NAKA",26.881946,75.910097
stop_26_87789_75_92941,BRA,"BAGARANA",26.877888,75.929409
stop_26_87444_75_94866,KOA,"KANOTA",26.874436,75.948657
stop_26_86263_75_98149,DMA,"DAYARAMPURA",26.86263,75.981486
stop_26_85676_76_00324,KHA,"KHOKHAWLA",26.856757,76.003241
stop_26_85506_76_00964,KEI,"KHEDI",26.855055,76.00964
stop_26_85624_76_02057,BAD,"BANADA MOD",26.856243,76.020569
stop_26_85709_76_05325,BIK,"BASSI CHAK",26.857085,76.053247
stop_26_92773_75_80569,CDE,"CHANDPOLE",26.927733,75.805686
stop_26_93511_75_79327,TBHOS,"T.B.HOSPITAL",26.935114,75.79327
stop_26_93852_75_78785,PPACH,"PANI PACH",26.938518,75.787853
stop_26_93993_75_77465,CUA,"CHOMU PULIYA",26.939933,75.774648
stop_26_96075_75_77141,KEHOS,"KHETAN HOS",26.960746,75.771409
stop_26_96702_75_77224,AKC,"ALKA CINEMA",26.967022,75.772244
stop_26_97039_75_77238,VKI1,"VKI NO. 1",26.970388,75.772379
stop_26_99680_75_77080,VKI14,"VKI NO. 14",26.996797,75.770795
stop_27_02888_75_76876,TODI,"TODI",27.028878,75.768761
stop_27_05734_75_75315,RAJAW,"RAJAWAS",27.057342,75.75315
stop_27_07949_75_74656,MOTUK,"MOTA KA BAS",27.07949,75.746559
stop_27_10388_75_73500,RAMPU,"RAMPURA",27.10388,75.735004
stop_27_12259_75_73189,15JAI,"JAITPURA",27.122588,75.731887
stop_27_16862_75_72416,CHOMU,"CHOMU",27.168617,75.724161
stop_27_16806_75_72384,CHOMU,"CHOMU",27.16806,75.72384
stop_27_12366_75_73213,15JAI,"JAITPURA",27.12366,75.73213
stop_27_09921_75_73730,RAMPU,"RAMPURA",27.09921,75.7373
stop_27_07646_75_74747,MOTUK,"MOTA KA BAS",27.07646,75.74747
stop_27_06192_75_75157,RAJAW,"RAJAWAS",27.06192,75.75157
stop_26_89983_75_81264,RBH,"SMS HOSPITAL",26.899834,75.812638
stop_26_89158_75_80603,RBC,"RAMBAGH CIRCLE",26.891585,75.806032
stop_26_88688_75_80265,TKP,"LAL KOTHI",26.886879,75.802646
stop_26_87345_75_79752,GLA,"TONK PHATAK",26.873455,75.797517
stop_26_80847_75_80494,SGT,"SANGANER THANA",26.808472,75.804939
stop_26_80385_75_80839,GHA,"GOSHALA",26.803847,75.808387
stop_26_78150_75_82535,IAG,"INDIA GATE",26.781503,75.825346
stop_26_74988_75_85411,12M,"12 MILE",26.74988,75.85411
stop_26_74000_75_86386,BIA,"BILWA",26.74,75.86386
stop_26_73541_75_86832,RSI,"RADHA SWAMI",26.735407,75.868322
stop_26_72553_75_87572,NGY,"NAGALIYA",26.72553,75.87572
stop_26_70790_75_89499,NKR,"NANAKPURA",26.7079,75.89499
stop_26_67657_75_91245,SDA,"SHIVDASPURA",26.676572,75.912447
stop_26_64212_75_93332,YIA,"YARLIPURA",26.642116,75.933318
stop_26_59889_75_94808,STA,"SHITALA",26.59889,75.94808
stop_26_59908_75_94801,CKU,"CHAKSU",26.59908,75.948006
stop_26_64221_75_93320,STA,"SHITALA",26.642208,75.9332
stop_26_67656_75_91224,YIA,"YARLIPURA",26.676562,75.912244
stop_26_70793_75_89493,SDA,"SHIVDASPURA",26.707932,75.894932
stop_26_72556_75_87554,NKR,"NANAKPURA",26.725558,75.875537
stop_26_73546_75_86779,NGY,"NAGALIYA",26.735458,75.867789
stop_26_73989_75_86360,RSI,"RADHA SWAMI",26.739887,75.863596
stop_26_74983_75_85396,BIA,"BILWA",26.749828,75.853961
stop_26_78146_75_82518,SPR,"SITAPURA",26.781456,75.825179
stop_26_78533_75_82227,IAG,"INDIA GATE",26.785334,75.822269
stop_26_79645_75_81381,SEC8,"SECTOR 8",26.796449,75.813812
stop_26_80350_75_80845,SEC5,"SECTOR 5",26.803504,75.808448
stop_26_80875_75_80453,GHA,"GOSHALA",26.808754,75.804531
stop_26_81926_75_79650,SGT,"SANGANER THANA",26.819257,75.796501
stop_26_82898_75_79413,RMN,"RAM MANDIR",26.828983,75.794126
stop_26_83580_75_79384,RMR,"TARO KI KOOT",26.835797,75.793836
stop_26_84410_75_79345,JAWAC,"JAWAHAR CIRCLE",26.844099,75.793451
stop_26_84985_75_79386,DGP,"DURGAPURA",26.849846,75.793861
stop_26_86629_75_79645,JHC,"GOPALPURA",26.866293,75.796451
stop_26_88690_75_80246,GNMOD,"GANDHI NAGAR MOD",26.886899,75.802456
stop_26_89118_75_80541,TKP,"LAL KOTHI",26.891177,75.805413
stop_26_89932_75_81206,NSCIR,"NARAYAN SINGH CIRCLE",26.899318,75.812061
stop_26_91498_75_81673,MLAGE,"MAHARANI COLLAGE",26.91498,75.816732
stop_26_89993_75_81248,LOI,"LALNIWAS",26.899926,75.81248
stop_26_89520_75_80890,RBC,"RAMBAGH CIRCLE",26.895201,75.808903
stop_26_89116_75_80554,TKP,"LAL KOTHI",26.89116,75.80554
stop_26_87552_75_79635,SKGAT,"SAYEED KA GATTA",26.87552,75.79635
stop_26_86259_75_79591,VASUN,"VASUNDHARA",26.862592,75.795908
stop_26_86841_75_84040,TNAGA,"TRIVENI NAGAR",26.86841,75.8404
stop_26_87250_75_77689,RIDHI,"RIDHI SIDHI",26.8725,75.77689
stop_26_88083_75_76626,GKTHA,"GUJAR KI THADI",26.88083,75.76626
stop_26_87940_75_76152,GANGA,"GANGA JAMUNA",26.8794,75.76152
stop_26_87165_75_75513,SWARA,"SWARAN PATH",26.871647,75.755125
stop_26_86125_75_75509,ARAWA,"ARAWALI PATH",26.861245,75.755086
stop_26_86144_75_76293,VTROA,"VT ROAD",26.86144,75.76293
stop_26_84752_75_75180,BABAP,"BABA PARADISE",26.847516,75.751801
stop_26_84286_75_74751,PATRA,"PATRAKAR COLONY",26.842855,75.747508
stop_26_86040_75_76384,VTROA,"VT ROAD",26.8604,75.76384
stop_26_87960_75_76159,GANGA,"GANGA JAMUNA",26.8796,75.76159
stop_26_88058_75_76499,GKTHA,"GUJAR KI THADI",26.88058,75.76499
stop_26_86410_75_78409,TNAGA,"TRIVENI NAGAR",26.8641,75.78409
stop_26_86590_75_79670,SKGAT,"SAYEED KA GATTA",26.8659,75.7967
stop_26_90001_75_81221,LOI,"LALNIWAS",26.900006,75.812213
stop_26_91170_75_81634,MLAGE,"MAHARANI COLLAGE",26.9117,75.81634
stop_26_92773_75_80564,CDE,"CHANDPOLE",26.927733,75.805638
stop_26_92904_75_80358,MYANK,"MAYANK",26.929042,75.803584
stop_26_93024_75_80188,PRH,"POWER HOUSE",26.930244,75.801878
stop_26_93286_75_79744,PTORY,"PITAL FACTORY",26.932858,75.797444
stop_26_93553_75_79258,TBHOS,"T.B.HOSPITAL",26.935528,75.792582
stop_26_93856_75_78786,PPACH,"PANI PACH",26.938556,75.787856
stop_26_93996_75_77474,CUA,"CHOMU PULIYA",26.939958,75.774739
stop_26_94165_75_76785,JHOTW,"JHOTWARA CIRCLE",26.941645,75.767853
stop_26_94165_75_76784,PMITI,"PANCHAYAT SAMITI",26.941654,75.767835
stop_26_94435_75_74357,KANTA,"KANTA",26.94435,75.743569
stop_26_94502_75_73715,JIG,"JOSHI MARG",26.945018,75.73715
stop_26_94692_75_72526,SHEKH,"SHEKHAWAT MARG",26.94692,75.725265
stop_26_94769_75_72173,RNG,"RAVAN GATE",26.94769,75.721729
stop_26_94973_75_71071,KARDH,"KARDHANI 9 DUKAN",26.949728,75.710706
stop_26_95078_75_70516,GOVIN,"GOVINDAM TOWER",26.950777,75.705156
stop_26_95152_75_70189,GDA,"GOVINDPURA (24)",26.951516,75.701886
stop_26_95450_75_69458,MANG,"MANGLAM CITY",26.954497,75.69458
stop_26_95660_75_68006,HATOJ,"HATOJ",26.956601,75.680056
stop_26_95866_75_67198,ROYAL,"ROYAL CITY",26.958657,75.671977
stop_26_96606_75_65793,MACHW,"MACHWA",26.966063,75.657931
stop_26_96992_75_64752,RAMKU,"RAMKUTIYA",26.969922,75.64752
stop_26_97304_75_63401,CHAMP,"CHAMPURA",26.97304,75.63401
stop_26_97612_75_61935,BHAMB,"BHAMBORI",26.976118,75.619355
stop_26_98641_75_58638,KALWA,"KALWAD MOD",26.98641,75.58638
stop_26_98975_75_58392,KAL,"KALWAR",26.989754,75.583925
stop_26_98994_75_58385,KAL,"KALWAR",26.98994,75.583853
stop_26_97617_75_61961,BHAMB,"BHAMBORI",26.976173,75.619605
stop_26_97325_75_63376,CHAMP,"CHAMPURA",26.973249,75.633764
stop_26_97004_75_64767,RAMKU,"RAMKUTIYA",26.97004,75.647667
stop_26_96616_75_65801,MACHW,"MACHWA",26.966164,75.658014
stop_26_96306_75_66366,ROYAL,"ROYAL CITY",26.963063,75.663662
stop_26_95671_75_68001,HATOJ,"HATOJ",26.956714,75.680015
stop_26_95462_75_69469,MANG,"MANGLAM CITY",26.95462,75.69469
stop_26_95157_75_70216,GDA,"GOVINDPURA (24)",26.951568,75.702165
stop_26_95049_75_70676,GOVIN,"GOVINDAM TOWER",26.950486,75.706755
stop_26_94984_75_71071,KARDH,"KARDHANI 9 DUKAN",26.949844,75.710707
stop_26_94799_75_72058,RNG,"RAVAN GATE",26.94799,75.720578
stop_26_94706_75_72539,SHEKH,"SHEKHAWAT MARG",26.947056,75.725389
stop_26_94521_75_73674,JIG,"JOSHI MARG",26.945209,75.736745
stop_26_94434_75_74421,KANTA,"KANTA",26.944345,75.744208
stop_26_94340_75_74887,MEDIC,"MEDICIAL CENTRE",26.943399,75.748867
stop_26_94315_75_75117,PMITI,"PANCHAYAT SAMITI",26.943149,75.751168
stop_26_94171_75_76789,JHOTW,"JHOTWARA CIRCLE",26.941712,75.767892
stop_26_93856_75_78808,PPACH,"PANI PACH",26.938556,75.788084
stop_26_93293_75_79760,PTORY,"PITAL FACTORY",26.932933,75.797602
stop_26_93035_75_80198,PRH,"POWER HOUSE",26.930349,75.801976
stop_26_92700_75_80841,CDE,"CHANDPOLE",26.927001,75.808413
stop_26_90025_75_81304,RBH,"SMS HOSPITAL",26.900249,75.813043
stop_26_89609_75_80984,NSCIR,"NARAYAN SINGH CIRCLE",26.896093,75.809842
stop_26_89228_75_80662,RBC,"RAMBAGH CIRCLE",26.892282,75.806625
stop_26_87173_75_79751,GLA,"TONK PHATAK",26.871726,75.797505
stop_26_85124_75_79438,JHC,"GOPALPURA",26.85124,75.79438
stop_26_80984_75_80560,SGT,"SANGANER THANA",26.80984,75.8056
stop_26_80888_75_80469,BOOKI,"BOOKING",26.808882,75.804688
stop_26_80498_75_80759,GHA,"GOSHALA",26.804978,75.807592
stop_26_80411_75_80824,SECT3,"SECTOR 3",26.804112,75.80824
stop_26_79640_75_81412,SEC5,"SECTOR 5",26.796397,75.81412
stop_26_78462_75_82304,SEC8,"SECTOR 8",26.784618,75.823043
stop_26_78006_75_82673,IAG,"INDIA GATE",26.780057,75.826733
stop_26_74085_75_86297,BIA,"BILWA",26.740855,75.862971
stop_26_73396_75_86966,RSI,"RADHA SWAMI",26.733964,75.869662
stop_26_72241_75_92772,SDA,"SHIVDASPURA",26.722411,75.927723
stop_26_72368_75_92301,GOLYS,"GOLYAWAS",26.723677,75.923013
stop_26_72095_75_92301,BAPMR,"BADA PADAMPURA",26.720954,75.923013
stop_26_72673_75_87542,NKR,"NANAKPURA",26.726728,75.87542
stop_26_73693_75_86643,NGY,"NAGALIYA",26.736935,75.866432
stop_26_74133_75_86219,RSI,"RADHA SWAMI",26.741332,75.862186
stop_26_74927_75_85441,BIA,"BILWA",26.749267,75.85441
stop_26_78545_75_82215,IAG,"INDIA GATE",26.785448,75.822151
stop_26_79616_75_81399,SEC8,"SECTOR 8",26.796165,75.813986
stop_26_80342_75_80845,SEC5,"SECTOR 5",26.803423,75.808449
stop_26_80744_75_80547,SECT3,"SECTOR 3",26.80744,75.805466
stop_26_81104_75_80277,BOOKI,"BOOKING",26.81104,75.802769
stop_26_82649_75_79425,RMN,"RAM MANDIR",26.826489,75.79425
stop_26_83648_75_79373,RMR,"TARO KI KOOT",26.836482,75.793732
stop_26_86575_75_79634,JHC,"GOPALPURA",26.865751,75.796338
stop_26_88183_75_79980,GLA,"TONK PHATAK",26.881832,75.799802
stop_26_89126_75_80533,TKP,"LAL KOTHI",26.891255,75.805332
stop_26_90039_75_81221,NSCIR,"NARAYAN SINGH CIRCLE",26.900389,75.812213
stop_26_91501_75_81665,MLAGE,"MAHARANI COLLAGE",26.915007,75.816649
stop_26_89444_75_80845,NSCIR,"NARAYAN SINGH CIRCLE",26.89444,75.808446
stop_26_88714_75_80275,TKP,"LAL KOTHI",26.887139,75.802746
stop_26_80276_75_80846,SECT3,"SECTOR 3",26.802757,75.80846
stop_26_78542_75_82242,SEC8,"SECTOR 8",26.785417,75.822416
stop_26_73398_75_86960,RSI,"RADHA SWAMI",26.733975,75.869597
stop_26_70790_75_89021,NKR,"NANAKPURA",26.7079,75.890211
stop_26_68591_75_87802,SDA,"SHIVDASPURA",26.685908,75.878024
stop_26_67969_75_86569,CHDLA,"CHANDLAI",26.679691,75.865692
stop_26_67506_75_85544,BHOJA,"BHOJAN",26.675064,75.855438
stop_26_65973_75_83097,BANSA,"BANSA",26.659731,75.830966
stop_26_65980_75_83097,TITR,"TITRIYA",26.6598,75.830972
stop_26_66077_75_83079,TITR,"TITRIYA",26.660765,75.830794
stop_26_67421_75_85376,BANSA,"BANSA",26.674211,75.85376
stop_26_67791_75_86042,BHOJA,"BHOJAN",26.677915,75.860415
stop_26_70297_75_89134,SDA,"SHIVDASPURA",26.702972,75.89134
stop_26_73511_75_87572,NKR,"NANAKPURA",26.735114,75.87572
stop_26_73713_75_86632,NGY,"NAGALIYA",26.737126,75.866323
stop_26_74145_75_86386,RSI,"RADHA SWAMI",26.741446,75.86386
stop_26_74937_75_85438,BIA,"BILWA",26.749367,75.854378
stop_26_79080_75_81812,SEC8,"SECTOR 8",26.790803,75.818115
stop_26_80615_75_80644,SECT3,"SECTOR 3",26.806148,75.806443
stop_26_85127_75_79417,MNAGA,"MAHAVEER NAGAR",26.851268,75.794173
stop_26_86581_75_79669,JHC,"GOPALPURA",26.865813,75.79669
stop_26_87344_75_79743,SKGAT,"SAYEED KA GATTA",26.87344,75.79743
stop_26_87956_75_79890,GLA,"TONK PHATAK",26.879558,75.798903
stop_26_89437_75_80817,TKP,"LAL KOTHI",26.894371,75.808166
stop_26_89639_75_80984,RBC,"RAMBAGH CIRCLE",26.896388,75.809838
stop_26_81088_75_54216,BGU,"BAGRU",26.810882,75.542161
stop_26_82580_75_56026,DAI,"DAMBI",26.825804,75.560263
stop_26_82944_75_57039,HYG,"HIGHWAY KING",26.82944,75.570392
stop_26_83888_75_56530,DEVLI,"DEVLIYA",26.838878,75.565303
stop_26_85424_75_57716,SADHU,"SADHUWALA",26.85424,75.57716
stop_26_86190_75_58313,SRB,"SANJH RIVER BAGUS MODE",26.8619,75.58313
stop_26_85645_75_59937,RAMPU,"RAMPURA",26.856454,75.599371
stop_26_84608_75_62241,TKA,"THIKARIYA",26.846082,75.622409
stop_26_84972_75_63579,BKB,"BAD KE BALAJI",26.849723,75.63579
stop_26_85372_75_64873,RDA,"RAMCHANDRAPURA",26.853723,75.648726
stop_26_86084_75_67009,MPD,"MAHAPURA MOD",26.860844,75.670091
stop_26_87210_75_70050,BKA,"BHAKROTA",26.8721,75.700504
stop_26_87503_75_70852,KHP,"KESHAV PURA",26.875028,75.708515
stop_26_87817_75_71555,KNR,"KAMLA NEHRU NAGAR",26.878169,75.715548
stop_26_88527_75_72947,PRH,"POWER HOUSE",26.885265,75.729466
stop_26_88887_75_73690,HAP,"HEERA PURA",26.888869,75.736902
stop_26_89103_75_74123,DCM,"DCM",26.891033,75.741225
stop_26_89667_75_75254,KSD,"KINGS ROAD",26.896672,75.752541
stop_26_89733_75_75376,PIC,"PURANI CHUNGI",26.897334,75.753761
stop_26_90170_75_77183,SAL,"SODALA",26.901702,75.771827
stop_26_90626_75_77702,ESICH,"ESIC HOSPITAL",26.906264,75.777024
stop_26_91112_75_78448,MRN,"MAJDUR NAGAR",26.911123,75.784477
stop_26_91453_75_79388,HHI,"HATHROI",26.914533,75.793877
stop_26_91604_75_79832,SIR,"SHALIMAR",26.916041,75.79832
stop_26_91672_75_80044,SIR,"SHALIMAR",26.91672,75.80044
stop_26_91230_75_78753,HHI,"HATHROI",26.9123,75.78753
stop_26_90957_75_78135,MRN,"MAJDUR NAGAR",26.90957,75.78135
stop_26_90608_75_77724,ESICH,"ESIC HOSPITAL",26.90608,75.77724
stop_26_90152_75_77253,SAL,"SODALA",26.90152,75.77253
stop_26_89821_75_75912,PIC,"PURANI CHUNGI",26.89821,75.75912
stop_26_89585_75_75109,KSD,"KINGS ROAD",26.89585,75.75109
stop_26_89416_75_74764,DCM,"DCM",26.89416,75.74764
stop_26_88922_75_73805,HAP,"HEERA PURA",26.88922,75.738052
stop_26_87811_75_71226,KNR,"KAMLA NEHRU NAGAR",26.87811,75.71226
stop_26_87541_75_71073,KHP,"KESHAV PURA",26.875408,75.710728
stop_26_86173_75_67306,MPD,"MAHAPURA MOD",26.86173,75.67306
stop_26_85179_75_64359,RDA,"RAMCHANDRAPURA",26.85179,75.64359
stop_26_84972_75_63648,BKB,"BAD KE BALAJI",26.84972,75.63648
stop_26_84562_75_62303,TKA,"THIKARIYA",26.84562,75.62303
stop_5_57036_75_61568,RAMPU,"RAMPURA",5.570365,75.615676
stop_26_83753_75_59794,DEVLI,"DEVLIYA",26.837534,75.597935
stop_26_82568_75_56031,DAI,"DAMBI",26.82568,75.56031
stop_26_81160_75_54206,BGU,"BAGRU",26.8116,75.54206
stop_26_78585_75_91107,GNR,"GONER",26.785853,75.911072
stop_26_80181_75_90420,SRI,"SIROLI",26.8018102,75.904201
stop_26_81880_75_90150,DNI,"DANTLI",26.818796,75.9015
stop_26_83648_75_89814,RYK,"RAILWAY PHATAK",26.836475,75.898137
stop_26_84920_75_89924,GB27,"GOVINDPURA",26.849195,75.89924
stop_26_85882_75_89328,VYM,"VIDHIYA MOD",26.858819,75.893281
stop_26_86690_75_89182,LYS,"LUNIYAWAS",26.866905,75.891822
stop_26_88138_75_87775,MKP,"MACHCH KI PIPALI",26.881384,75.877746
stop_26_88545_75_87397,PRH,"POWER HOUSE",26.885445,75.87397
stop_26_89330_75_86565,KNY,"KHANIYA",26.893303,75.865649
stop_26_90445_75_84454,TRANS,"TRANSPORT NGR",26.90445,75.84454
stop_26_91342_75_83267,GTG,"GHAT GATE",26.91342,75.832668
stop_26_91451_75_81687,AJG,"AJMERI GATE",26.91451,75.816866
stop_26_89987_75_81270,RBH,"SMS HOSPITAL",26.899871,75.8127
stop_26_84988_75_79403,JHC,"GOPALPURA",26.849876,75.794035
stop_26_83826_75_79391,DGP,"DURGAPURA",26.838259,75.793907
stop_26_82911_75_79425,RMR,"TARO KI KOOT",26.82911,75.794253
stop_26_81871_75_79732,RMN,"RAM MANDIR",26.818711,75.797324
stop_26_81096_75_80304,SGT,"SANGANER THANA",26.810963,75.803045
stop_26_80273_75_80922,GHA,"GOSHALA",26.802733,75.809223
stop_26_77997_75_82651,IAG,"INDIA GATE",26.77997,75.826508
stop_26_76895_75_83493,SPR,"SITAPURA",26.768949,75.834926
stop_26_75481_75_82312,12M,"12 MILE",26.754808,75.823122
stop_26_74603_75_82044,AWA,"ASHAWALA",26.746026,75.820444
stop_26_73728_75_81772,KLA,"KALLAWALA",26.737278,75.817717
stop_26_71301_75_80372,BTL,"BHATAWALA",26.713014,75.803724
stop_26_71364_75_80437,WIA,"WATIKA",26.713644,75.804365
stop_26_71317_75_80383,WIA,"WATIKA",26.713173,75.803832
stop_26_73719_75_81761,BTL,"BHATAWALA",26.73719,75.817608
stop_26_74608_75_82035,KLA,"KALLAWALA",26.746082,75.82035
stop_26_75517_75_82311,AWA,"ASHAWALA",26.755165,75.823108
stop_26_77985_75_82641,SPR,"SITAPURA",26.77985,75.826412
stop_26_79889_75_81200,SEC8,"SECTOR 8",26.798888,75.811996
stop_26_85103_75_79404,DGP,"DURGAPURA",26.851034,75.79404
stop_26_86573_75_79637,JHC,"GOPALPURA",26.865727,75.796375
stop_26_91592_75_82101,AJG,"AJMERI GATE",26.915918,75.82101
stop_26_90424_75_84474,GTG,"GHAT GATE",26.904239,75.844741
stop_26_89073_75_87451,TRANS,"TRANSPORT NGR",26.890729,75.87451
stop_26_88149_75_87774,PRH,"POWER HOUSE",26.881485,75.877742
stop_26_86653_75_89212,MKP,"MACHCH KI PIPALI",26.866529,75.892119
stop_26_85889_75_89327,LYS,"LUNIYAWAS",26.858886,75.893268
stop_26_84934_75_89924,VYM,"VIDHIYA MOD",26.849338,75.899239
stop_26_83632_75_89821,GB27,"GOVINDPURA",26.836321,75.898214
stop_26_80216_75_90413,DNI,"DANTLI",26.80216,75.904128
stop_26_89430_75_80840,NSCIR,"NARAYAN SINGH CIRCLE",26.894303,75.808405
stop_26_89158_75_80662,RBC,"RAMBAGH CIRCLE",26.891577,75.806625
stop_26_88696_75_80276,TKP,"LAL KOTHI",26.886955,75.802764
stop_26_86233_75_79612,SKGAT,"SAYEED KA GATTA",26.86233,75.796118
stop_26_81870_75_79582,RMN,"RAM MANDIR",26.8187,75.795819
stop_26_81451_75_78117,SGT,"SANGANER THANA",26.814506,75.781165
stop_26_81057_75_77994,STADI,"STADIUM",26.810572,75.779938
stop_26_81003_75_77917,MGATE,"MALPURA GATE",26.810032,75.779172
stop_26_80635_75_77638,RPULI,"RAILWAY PULIYA",26.806346,75.776376
stop_26_79771_75_77033,KKDHA,"KUMAWATO KI DHANI",26.797706,75.770326
stop_26_78249_75_76043,MMMOD,"MUHANA MANDHI MOD",26.782492,75.760434
stop_26_77991_75_75804,MPURA,"MADRAMPURA",26.779909,75.75804
stop_26_77511_75_75523,SHMOD,"SHIKARPURA MOD",26.775111,75.755229
stop_26_76357_75_74846,JAGAN,"JAGANNATHPURA",26.76357,75.74846
stop_26_74831_75_71463,RATLA,"RATLAYA MOD",26.74831,75.71463
stop_26_73134_75_71463,BALAW,"BALAWALA",26.73134,75.71463
stop_26_72160_75_70022,BANYA,"BANYAWALI",26.721595,75.700222
stop_26_71388_75_69383,TILAW,"TILAWALA",26.713884,75.693828
stop_26_71191_75_69161,RNMOD,"ROHINI NAGAR MOD",26.711908,75.691612
stop_26_69311_75_67985,PMOD,"PAHADIYA MOD",26.69311,75.67985
stop_26_69306_75_68021,28,"RENWAL",26.693062,75.680211
stop_26_71300_75_69268,PMOD,"PAHADIYA MOD",26.713,75.69268
stop_26_71804_75_69808,RNMOD,"ROHINI NAGAR MOD",26.718035,75.698077
stop_26_72217_75_70063,TILAW,"TILAWALA",26.72217,75.70063
stop_26_74831_75_73303,BALAW,"BALAWALA",26.74831,75.73303
stop_26_77514_75_75507,JAGAN,"JAGANNATHPURA",26.775138,75.755073
stop_26_78017_75_75804,SHMOD,"SHIKARPURA MOD",26.780167,75.758035
stop_26_78230_75_75979,MPURA,"MADRAMPURA",26.7823,75.75979
stop_26_79789_75_77015,MMMOD,"MUHANA MANDHI MOD",26.79789,75.770154
stop_26_80633_75_77609,KKDHA,"KUMAWATO KI DHANI",26.806327,75.776092
stop_26_81051_75_77948,RPULI,"RAILWAY PULIYA",26.810508,75.779479
stop_26_81464_75_78101,MGATE,"MALPURA GATE",26.814636,75.781015
stop_26_81893_75_78325,STADI,"STADIUM",26.81893,75.783248
stop_26_84203_75_79348,CPLEX,"CITY PLEX",26.842027,75.793476
stop_26_85124_75_79519,MNAGA,"MAHAVEER NAGAR",26.85124,75.795189
stop_26_86249_75_79587,JHC,"GOPALPURA",26.862495,75.79587
stop_26_89106_75_80536,TKP,"LAL KOTHI",26.891062,75.805362
stop_26_89656_75_80992,RBC,"RAMBAGH CIRCLE",26.89656,75.809924
stop_26_92326_75_82679,BOPAR,"BADI CHOPAR",26.92326,75.82679
stop_26_92973_75_82886,SHOWK,"SUBHASH CHOWK",26.92973,75.82886
stop_26_93526_75_83346,JSATE,"JORAWER SINGH GATE",26.93526,75.83346
stop_26_93983_75_83729,GANAR,"GOVIND NAGAR",26.93983,75.83729
stop_26_94613_75_84063,BIR,"RAMGARH MODE",26.94613,75.84063
stop_26_94725_75_85196,CIN,"CHUNGI NAKA",26.94725,75.85196
stop_26_95103_75_86181,JAISI,"JAISINGHPHURA MOD",26.95103,75.86181
stop_26_96109_75_86796,SADWA,"SADWA",26.96109,75.86796
stop_26_96855_75_90445,LALW,"LALWAS",26.96855,75.90445
stop_26_96832_75_89238,NAIKT,"NAI KI TADI",26.96832,75.89238
stop_26_96915_75_90587,CHAMU,"CHAMUNDA MATA",26.96915,75.90587
stop_26_97193_75_91465,HATWA,"HATWARA",26.97193,75.91465
stop_26_97889_75_92453,SAIPR,"SAIPURA",26.97889,75.92453
stop_26_98887_75_95250,CHAIN,"CHAINPURA",26.98887,75.9525
stop_26_99468_75_96925,HWALA,"HEERA WALA",26.99468,75.96925
stop_27_00224_75_97882,LALI,"LAALI",27.00224,75.97882
stop_27_00583_75_98173,NAYAB,"NAYABAS",27.00583,75.98173
stop_27_01896_75_99867,GDMOD,"G D MODE",27.01896,75.99867
stop_27_01865_76_01422,RAMGA,"RAMGARH",27.01865,76.01422
stop_27_01852_76_01414,RAMGA,"RAMGARH",27.01852,76.01414
stop_27_01746_76_00249,GDMOD,"G D MODE",27.01746,76.00249
stop_27_01547_75_99048,NAYAB,"NAYABAS",27.01547,75.99048
stop_27_00220_75_97896,LALI,"LAALI",27.0022,75.97896
stop_27_00009_75_97644,HWALA,"HEERA WALA",27.00009,75.97644
stop_26_98835_75_95743,CHAIN,"CHAINPURA",26.98835,75.95743
stop_26_98746_75_94899,SAIPR,"SAIPURA",26.98746,75.94899
