route_id,service_id,trip_id,trip_headsign,direction_id
3A,weekday,trip_592,"CHOTI CHOPAR",1
3A,weekday,trip_593,"CHOTI CHOPAR",1
3A,weekday,trip_594,"CHOTI CHOPAR",1
3A,weekday,trip_595,"CHOTI CHOPAR",1
3A,weekday,trip_596,"CHOTI CHOPAR",1
3A,weekday,trip_597,"CHOTI CHOPAR",1
3A,weekday,trip_598,"CHOTI CHOPAR",1
3A,weekday,trip_599,"CHOTI CHOPAR",1
3A,weekday,trip_600,"CHOTI CHOPAR",1
3A,weekday,trip_601,"CHOTI CHOPAR",1
3A,weekday,trip_602,"CHOTI CHOPAR",1
3A,weekday,trip_603,"CHOTI CHOPAR",1
3A,weekday,trip_604,"CHOTI CHOPAR",1
3A,weekday,trip_605,"CHOTI CHOPAR",1
3A,weekday,trip_606,"CHOTI CHOPAR",1
3A,weekday,trip_607,"CHOTI CHOPAR",1
3A,weekday,trip_608,"CHOTI CHOPAR",1
3A,weekday,trip_609,"CHOTI CHOPAR",1
3A,weekday,trip_610,"CHOTI CHOPAR",1
3A,weekday,trip_611,"CHOTI CHOPAR",1
3A,weekday,trip_612,"CHOTI CHOPAR",1
3A,weekday,trip_613,"CHOTI CHOPAR",1
3A,weekday,trip_614,"CHOTI CHOPAR",1
3A,weekday,trip_615,"CHOTI CHOPAR",1
3A,weekday,trip_616,"CHOTI CHOPAR",1
3A,weekday,trip_617,"CHOTI CHOPAR",1
3A,weekday,trip_618,"CHOTI CHOPAR",1
3A,weekday,trip_619,"CHOTI CHOPAR",1
3A,weekday,trip_620,"CHOTI CHOPAR",1
3A,weekday,trip_621,"CHOTI CHOPAR",1
3A,weekday,trip_622,"CHOTI CHOPAR",1
3A,weekday,trip_623,"CHOTI CHOPAR",1
3A,weekday,trip_624,"CHOTI CHOPAR",1
3A,weekday,trip_625,"CHOTI CHOPAR",1
3A,weekday,trip_626,"CHOTI CHOPAR",1
3A,weekday,trip_627,"CHOTI CHOPAR",1
3A,weekday,trip_628,"CHOTI CHOPAR",1
3A,weekday,trip_629,"CHOTI CHOPAR",1
3A,weekday,trip_630,"CHOTI CHOPAR",1
3A,weekday,trip_631,"CHOTI CHOPAR",1
3A,weekday,trip_632,"CHOTI CHOPAR",1
3A,weekday,trip_633,"CHOTI CHOPAR",1
3A,weekday,trip_634,"CHOTI CHOPAR",1
3A,weekday,trip_635,"CHOTI CHOPAR",1
3A,weekday,trip_636,"CHOTI CHOPAR",1
3A,weekday,trip_637,"CHOTI CHOPAR",1
3A,weekday,trip_638,"CHOTI CHOPAR",1
3A,weekday,trip_639,"CHOTI CHOPAR",1
3A,weekday,trip_640,"CHOTI CHOPAR",1
3A,weekday,trip_641,"CHOTI CHOPAR",1
3A,weekday,trip_642,"CHOTI CHOPAR",1
3A,weekday,trip_643,"CHOTI CHOPAR",1
3A,weekday,trip_644,"CHOTI CHOPAR",1
3A,weekday,trip_645,"CHOTI CHOPAR",1
3A,weekday,trip_646,"CHOTI CHOPAR",1
3A,weekday,trip_647,"CHOTI CHOPAR",1
3A,weekday,trip_648,"CHOTI CHOPAR",1
3A,weekday,trip_649,"CHOTI CHOPAR",1
3A,weekday,trip_650,"CHOTI CHOPAR",1
3A,weekday,trip_651,"CHOTI CHOPAR",1
3A,weekday,trip_652,"CHOTI CHOPAR",1
3A,weekday,trip_653,"CHOTI CHOPAR",1
3A,weekday,trip_654,"CHOTI CHOPAR",1
3A,weekday,trip_655,"CHOTI CHOPAR",1
3A,weekday,trip_656,"CHOTI CHOPAR",1
3A,weekday,trip_657,"CHOTI CHOPAR",1
3A,weekday,trip_658,"CHOTI CHOPAR",1
3A,weekday,trip_659,"CHOTI CHOPAR",1
3A,weekday,trip_660,"CHOTI CHOPAR",1
3A,weekday,trip_661,"CHOTI CHOPAR",1
3A,weekday,trip_662,"CHOTI CHOPAR",1
3A,weekday,trip_663,"CHOTI CHOPAR",1
3A,weekday,trip_664,"CHOTI CHOPAR",1
3A,weekday,trip_665,"CHOTI CHOPAR",1
3A,weekday,trip_666,"CHOTI CHOPAR",1
3A,weekday,trip_667,"CHOTI CHOPAR",1
3A,weekday,trip_668,"CHOTI CHOPAR",1
3A,weekday,trip_669,"CHOTI CHOPAR",1
3A,weekday,trip_670,"CHOTI CHOPAR",1
3A,weekday,trip_671,"CHOTI CHOPAR",1
3A,weekday,trip_672,"CHOTI CHOPAR",1
3A,weekday,trip_673,"CHOTI CHOPAR",1
3A,weekday,trip_674,"CHOTI CHOPAR",1
3A,weekday,trip_675,"CHOTI CHOPAR",1
3A,weekday,trip_676,"CHOTI CHOPAR",1
3A,weekday,trip_677,"CHOTI CHOPAR",1
3A,weekday,trip_678,"CHOTI CHOPAR",1
3A,weekday,trip_679,"CHOTI CHOPAR",1
3A,weekday,trip_680,"CHOTI CHOPAR",1
3A,weekday,trip_681,"CHOTI CHOPAR",1
3A,weekday,trip_682,"CHOTI CHOPAR",1
6A,weekday,trip_683,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_684,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_685,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_686,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_687,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_688,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_689,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_690,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_691,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_692,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_693,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_694,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_695,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_696,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_697,"KHIRNI PHATAK PULIYA",0
6A,weekday,trip_698,"AIRPORT",1
6A,weekday,trip_699,"AIRPORT",1
6A,weekday,trip_700,"AIRPORT",1
6A,weekday,trip_701,"AIRPORT",1
6A,weekday,trip_702,"AIRPORT",1
6A,weekday,trip_703,"AIRPORT",1
6A,weekday,trip_704,"AIRPORT",1
6A,weekday,trip_705,"AIRPORT",1
6A,weekday,trip_706,"AIRPORT",1
6A,weekday,trip_707,"AIRPORT",1
6A,weekday,trip_708,"AIRPORT",1
6A,weekday,trip_709,"AIRPORT",1
6A,weekday,trip_710,"AIRPORT",1
6A,weekday,trip_711,"AIRPORT",1
6A,weekday,trip_712,"AIRPORT",1
7,weekday,trip_713,"TRANSPORT NGR",0
7,weekday,trip_714,"TRANSPORT NGR",0
7,weekday,trip_715,"TRANSPORT NGR",0
7,weekday,trip_716,"TRANSPORT NGR",0
7,weekday,trip_717,"TRANSPORT NGR",0
7,weekday,trip_718,"TRANSPORT NGR",0
7,weekday,trip_719,"TRANSPORT NGR",0
7,weekday,trip_720,"TRANSPORT NGR",0
7,weekday,trip_721,"TRANSPORT NGR",0
7,weekday,trip_722,"TRANSPORT NGR",0
7,weekday,trip_723,"TRANSPORT NGR",0
7,weekday,trip_724,"TRANSPORT NGR",0
7,weekday,trip_725,"TRANSPORT NGR",0
7,weekday,trip_726,"TRANSPORT NGR",0
7,weekday,trip_727,"TRANSPORT NGR",0
7,weekday,trip_728,"TRANSPORT NGR",0
7,weekday,trip_729,"TRANSPORT NGR",0
7,weekday,trip_730,"TRANSPORT NGR",0
7,weekday,trip_731,"TRANSPORT NGR",0
7,weekday,trip_732,"TRANSPORT NGR",0
7,weekday,trip_733,"TRANSPORT NGR",0
7,weekday,trip_734,"TRANSPORT NGR",0
7,weekday,trip_735,"TRANSPORT NGR",0
7,weekday,trip_736,"TRANSPORT NGR",0
7,weekday,trip_737,"TRANSPORT NGR",0
7,weekday,trip_738,"TRANSPORT NGR",0
7,weekday,trip_739,"TRANSPORT NGR",0
7,weekday,trip_740,"TRANSPORT NGR",0
7,weekday,trip_741,"TRANSPORT NGR",0
7,weekday,trip_742,"TRANSPORT NGR",0
7,weekday,trip_743,"TRANSPORT NGR",0
7,weekday,trip_744,"TRANSPORT NGR",0
7,weekday,trip_745,"TRANSPORT NGR",0
7,weekday,trip_746,"TRANSPORT NGR",0
7,weekday,trip_747,"TRANSPORT NGR",0
7,weekday,trip_748,"TRANSPORT NGR",0
7,weekday,trip_749,"TRANSPORT NGR",0
7,weekday,trip_750,"TRANSPORT NGR",0
7,weekday,trip_751,"TRANSPORT NGR",0
7,weekday,trip_752,"TRANSPORT NGR",0
7,weekday,trip_753,"TRANSPORT NGR",0
7,weekday,trip_754,"TRANSPORT NGR",0
7,weekday,trip_755,"TRANSPORT NGR",0
7,weekday,trip_756,"TRANSPORT NGR",0
7,weekday,trip_757,"TRANSPORT NGR",0
7,weekday,trip_758,"TRANSPORT NGR",0
7,weekday,trip_759,"TRANSPORT NGR",0
7,weekday,trip_760,"TRANSPORT NGR",0
7,weekday,trip_761,"TRANSPORT NGR",0
7,weekday,trip_762,"TRANSPORT NGR",0
7,weekday,trip_763,"TRANSPORT NGR",0
7,weekday,trip_764,"TRANSPORT NGR",0
7,weekday,trip_765,"TRANSPORT NGR",0
7,weekday,trip_766,"TRANSPORT NGR",0
7,weekday,trip_767,"TRANSPORT NGR",0
7,weekday,trip_768,"TRANSPORT NGR",0
7,weekday,trip_769,"TRANSPORT NGR",0
7,weekday,trip_770,"TRANSPORT NGR",0
7,weekday,trip_771,"TRANSPORT NGR",0
7,weekday,trip_772,"TRANSPORT NGR",0
7,weekday,trip_773,"TRANSPORT NGR",0
7,weekday,trip_774,"TRANSPORT NGR",0
7,weekday,trip_775,"TRANSPORT NGR",0
7,weekday,trip_776,"TRANSPORT NGR",0
7,weekday,trip_777,"TRANSPORT NGR",0
7,weekday,trip_778,"TRANSPORT NGR",0
7,weekday,trip_779,"TRANSPORT NGR",0
7,weekday,trip_780,"TRANSPORT NGR",0
7,weekday,trip_781,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_782,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_783,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_784,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_785,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_786,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_787,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_788,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_789,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_790,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_791,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_792,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_793,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_794,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_795,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_796,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_797,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_798,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_799,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_800,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_801,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_802,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_803,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_804,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_805,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_806,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_807,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_808,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_809,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_810,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_811,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_812,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_813,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_814,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_815,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_816,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_817,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_818,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_819,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_820,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_821,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_822,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_823,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_824,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_825,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_826,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_827,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_828,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_829,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_830,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_831,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_832,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_833,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_834,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_835,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_836,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_837,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_838,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_839,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_840,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_841,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_842,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_843,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_844,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_845,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_846,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_847,"KHIRNI PHATAK PULIYA",1
7,weekday,trip_848,"KHIRNI PHATAK PULIYA",1
9A,weekday,trip_849,"DADI KA PHATAK",0
9A,weekday,trip_850,"DADI KA PHATAK",0
9A,weekday,trip_851,"DADI KA PHATAK",0
9A,weekday,trip_852,"DADI KA PHATAK",0
9A,weekday,trip_853,"DADI KA PHATAK",0
9A,weekday,trip_854,"DADI KA PHATAK",0
9A,weekday,trip_855,"DADI KA PHATAK",0
9A,weekday,trip_856,"DADI KA PHATAK",0
9A,weekday,trip_857,"DADI KA PHATAK",0
9A,weekday,trip_858,"DADI KA PHATAK",0
9A,weekday,trip_859,"DADI KA PHATAK",0
9A,weekday,trip_860,"DADI KA PHATAK",0
9A,weekday,trip_861,"DADI KA PHATAK",0
9A,weekday,trip_862,"DADI KA PHATAK",0
9A,weekday,trip_863,"DADI KA PHATAK",0
9A,weekday,trip_864,"DADI KA PHATAK",0
9A,weekday,trip_865,"DADI KA PHATAK",0
9A,weekday,trip_866,"DADI KA PHATAK",0
9A,weekday,trip_867,"DADI KA PHATAK",0
9A,weekday,trip_868,"DADI KA PHATAK",0
9A,weekday,trip_869,"DADI KA PHATAK",0
9A,weekday,trip_870,"DADI KA PHATAK",0
9A,weekday,trip_871,"DADI KA PHATAK",0
9A,weekday,trip_872,"DADI KA PHATAK",0
9A,weekday,trip_873,"DADI KA PHATAK",0
9A,weekday,trip_874,"DADI KA PHATAK",0
9A,weekday,trip_875,"DADI KA PHATAK",0
9A,weekday,trip_876,"DADI KA PHATAK",0
9A,weekday,trip_877,"DADI KA PHATAK",0
9A,weekday,trip_878,"DADI KA PHATAK",0
9A,weekday,trip_879,"DADI KA PHATAK",0
9A,weekday,trip_880,"DADI KA PHATAK",0
9A,weekday,trip_881,"DADI KA PHATAK",0
9A,weekday,trip_882,"DADI KA PHATAK",0
9A,weekday,trip_883,"DADI KA PHATAK",0
9A,weekday,trip_884,"DADI KA PHATAK",0
9A,weekday,trip_885,"DADI KA PHATAK",0
9A,weekday,trip_886,"DADI KA PHATAK",0
9A,weekday,trip_887,"DADI KA PHATAK",0
9A,weekday,trip_888,"DADI KA PHATAK",0
9A,weekday,trip_889,"DADI KA PHATAK",0
9A,weekday,trip_890,"DADI KA PHATAK",0
9A,weekday,trip_891,"DADI KA PHATAK",0
9A,weekday,trip_892,"DADI KA PHATAK",0
9A,weekday,trip_893,"DADI KA PHATAK",0
9A,weekday,trip_894,"DADI KA PHATAK",0
9A,weekday,trip_895,"DADI KA PHATAK",0
9A,weekday,trip_896,"DADI KA PHATAK",0
9A,weekday,trip_897,"DADI KA PHATAK",0
9A,weekday,trip_898,"DADI KA PHATAK",0
9A,weekday,trip_899,"DADI KA PHATAK",0
9A,weekday,trip_900,"DADI KA PHATAK",0
9A,weekday,trip_901,"DADI KA PHATAK",0
9A,weekday,trip_902,"DADI KA PHATAK",0
9A,weekday,trip_903,"DADI KA PHATAK",0
9A,weekday,trip_904,"DADI KA PHATAK",0
9A,weekday,trip_905,"DADI KA PHATAK",0
9A,weekday,trip_906,"DADI KA PHATAK",0
9A,weekday,trip_907,"DADI KA PHATAK",0
9A,weekday,trip_908,"DADI KA PHATAK",0
9A,weekday,trip_909,"DADI KA PHATAK",0
9A,weekday,trip_910,"DADI KA PHATAK",0
9A,weekday,trip_911,"DADI KA PHATAK",0
9A,weekday,trip_912,"DADI KA PHATAK",0
9A,weekday,trip_913,"DADI KA PHATAK",0
9A,weekday,trip_914,"DADI KA PHATAK",0
9A,weekday,trip_915,"DADI KA PHATAK",0
9A,weekday,trip_916,"DADI KA PHATAK",0
9A,weekday,trip_917,"DADI KA PHATAK",0
9A,weekday,trip_918,"DADI KA PHATAK",0
9A,weekday,trip_919,"AGARWAL FARM",1
9A,weekday,trip_920,"AGARWAL FARM",1
9A,weekday,trip_921,"AGARWAL FARM",1
9A,weekday,trip_922,"AGARWAL FARM",1
9A,weekday,trip_923,"AGARWAL FARM",1
9A,weekday,trip_924,"AGARWAL FARM",1
9A,weekday,trip_925,"AGARWAL FARM",1
9A,weekday,trip_926,"AGARWAL FARM",1
9A,weekday,trip_927,"AGARWAL FARM",1
9A,weekday,trip_928,"AGARWAL FARM",1
9A,weekday,trip_929,"AGARWAL FARM",1
9A,weekday,trip_930,"AGARWAL FARM",1
9A,weekday,trip_931,"AGARWAL FARM",1
9A,weekday,trip_932,"AGARWAL FARM",1
9A,weekday,trip_933,"AGARWAL FARM",1
9A,weekday,trip_934,"AGARWAL FARM",1
9A,weekday,trip_935,"AGARWAL FARM",1
9A,weekday,trip_936,"AGARWAL FARM",1
9A,weekday,trip_937,"AGARWAL FARM",1
9A,weekday,trip_938,"AGARWAL FARM",1
9A,weekday,trip_939,"AGARWAL FARM",1
9A,weekday,trip_940,"AGARWAL FARM",1
9A,weekday,trip_941,"AGARWAL FARM",1
9A,weekday,trip_942,"AGARWAL FARM",1
9A,weekday,trip_943,"AGARWAL FARM",1
9A,weekday,trip_944,"AGARWAL FARM",1
9A,weekday,trip_945,"AGARWAL FARM",1
9A,weekday,trip_946,"AGARWAL FARM",1
9A,weekday,trip_947,"AGARWAL FARM",1
9A,weekday,trip_948,"AGARWAL FARM",1
9A,weekday,trip_949,"AGARWAL FARM",1
9A,weekday,trip_950,"AGARWAL FARM",1
9A,weekday,trip_951,"AGARWAL FARM",1
9A,weekday,trip_952,"AGARWAL FARM",1
9A,weekday,trip_953,"AGARWAL FARM",1
9A,weekday,trip_954,"AGARWAL FARM",1
9A,weekday,trip_955,"AGARWAL FARM",1
9A,weekday,trip_956,"AGARWAL FARM",1
9A,weekday,trip_957,"AGARWAL FARM",1
9A,weekday,trip_958,"AGARWAL FARM",1
9A,weekday,trip_959,"AGARWAL FARM",1
9A,weekday,trip_960,"AGARWAL FARM",1
9A,weekday,trip_961,"AGARWAL FARM",1
9A,weekday,trip_962,"AGARWAL FARM",1
9A,weekday,trip_963,"AGARWAL FARM",1
9A,weekday,trip_964,"AGARWAL FARM",1
9A,weekday,trip_965,"AGARWAL FARM",1
9A,weekday,trip_966,"AGARWAL FARM",1
9A,weekday,trip_967,"AGARWAL FARM",1
9A,weekday,trip_968,"AGARWAL FARM",1
9A,weekday,trip_969,"AGARWAL FARM",1
9A,weekday,trip_970,"AGARWAL FARM",1
9A,weekday,trip_971,"AGARWAL FARM",1
9A,weekday,trip_972,"AGARWAL FARM",1
9A,weekday,trip_973,"AGARWAL FARM",1
9A,weekday,trip_974,"AGARWAL FARM",1
9A,weekday,trip_975,"AGARWAL FARM",1
9A,weekday,trip_976,"AGARWAL FARM",1
9A,weekday,trip_977,"AGARWAL FARM",1
9A,weekday,trip_978,"AGARWAL FARM",1
9A,weekday,trip_979,"AGARWAL FARM",1
9A,weekday,trip_980,"AGARWAL FARM",1
9A,weekday,trip_981,"AGARWAL FARM",1
9A,weekday,trip_982,"AGARWAL FARM",1
9A,weekday,trip_983,"AGARWAL FARM",1
9A,weekday,trip_984,"AGARWAL FARM",1
9A,weekday,trip_985,"AGARWAL FARM",1
9A,weekday,trip_986,"AGARWAL FARM",1
9A,weekday,trip_987,"AGARWAL FARM",1
9A,weekday,trip_988,"AGARWAL FARM",1
9C,weekday,trip_989,"MGH",0
9C,weekday,trip_990,"MGH",0
9C,weekday,trip_991,"MGH",0
9C,weekday,trip_992,"MGH",0
9C,weekday,trip_993,"MGH",0
9C,weekday,trip_994,"MGH",0
9C,weekday,trip_995,"MGH",0
9C,weekday,trip_996,"MGH",0
9C,weekday,trip_997,"MGH",0
9C,weekday,trip_998,"MGH",0
9C,weekday,trip_999,"BHAKROTA",1
9C,weekday,trip_1000,"BHAKROTA",1
9C,weekday,trip_1001,"BHAKROTA",1
9C,weekday,trip_1002,"BHAKROTA",1
9C,weekday,trip_1003,"BHAKROTA",1
9C,weekday,trip_1004,"BHAKROTA",1
9C,weekday,trip_1005,"BHAKROTA",1
9C,weekday,trip_1006,"BHAKROTA",1
9C,weekday,trip_1007,"BHAKROTA",1
9C,weekday,trip_1008,"BHAKROTA",1
10B,weekday,trip_1009,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1010,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1011,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1012,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1013,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1014,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1015,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1016,"KHOLE KE HANUMAN JI",0
10B,weekday,trip_1017,"LALCHANDPURA",1
10B,weekday,trip_1018,"LALCHANDPURA",1
10B,weekday,trip_1019,"LALCHANDPURA",1
10B,weekday,trip_1020,"LALCHANDPURA",1
10B,weekday,trip_1021,"LALCHANDPURA",1
10B,weekday,trip_1022,"LALCHANDPURA",1
10B,weekday,trip_1023,"LALCHANDPURA",1
10B,weekday,trip_1024,"LALCHANDPURA",1
11,weekday,trip_1025,"GONER",0
11,weekday,trip_1026,"GONER",0
11,weekday,trip_1027,"GONER",0
11,weekday,trip_1028,"GONER",0
11,weekday,trip_1029,"GONER",0
11,weekday,trip_1030,"GONER",0
11,weekday,trip_1031,"GONER",0
11,weekday,trip_1032,"GONER",0
11,weekday,trip_1033,"GONER",0
11,weekday,trip_1034,"GONER",0
11,weekday,trip_1035,"GONER",0
11,weekday,trip_1036,"GONER",0
11,weekday,trip_1037,"GONER",0
11,weekday,trip_1038,"GONER",0
11,weekday,trip_1039,"GONER",0
11,weekday,trip_1040,"GONER",0
11,weekday,trip_1041,"GONER",0
11,weekday,trip_1042,"GONER",0
11,weekday,trip_1043,"GONER",0
11,weekday,trip_1044,"GONER",0
11,weekday,trip_1045,"AJMERI GATE",1
11,weekday,trip_1046,"AJMERI GATE",1
11,weekday,trip_1047,"AJMERI GATE",1
11,weekday,trip_1048,"AJMERI GATE",1
11,weekday,trip_1049,"AJMERI GATE",1
11,weekday,trip_1050,"AJMERI GATE",1
11,weekday,trip_1051,"AJMERI GATE",1
11,weekday,trip_1052,"AJMERI GATE",1
11,weekday,trip_1053,"AJMERI GATE",1
11,weekday,trip_1054,"AJMERI GATE",1
11,weekday,trip_1055,"AJMERI GATE",1
11,weekday,trip_1056,"AJMERI GATE",1
11,weekday,trip_1057,"AJMERI GATE",1
11,weekday,trip_1058,"AJMERI GATE",1
11,weekday,trip_1059,"AJMERI GATE",1
11,weekday,trip_1060,"AJMERI GATE",1
11,weekday,trip_1061,"AJMERI GATE",1
11,weekday,trip_1062,"AJMERI GATE",1
11,weekday,trip_1063,"AJMERI GATE",1
11,weekday,trip_1064,"AJMERI GATE",1
14,weekday,trip_1065,"CHOMU PULIYA",0
14,weekday,trip_1066,"CHOMU PULIYA",0
14,weekday,trip_1067,"CHOMU PULIYA",0
14,weekday,trip_1068,"CHOMU PULIYA",0
14,weekday,trip_1069,"CHOMU PULIYA",0
14,weekday,trip_1070,"CHOMU PULIYA",0
14,weekday,trip_1071,"CHOMU PULIYA",0
14,weekday,trip_1072,"CHOMU PULIYA",0
14,weekday,trip_1073,"CHOMU PULIYA",0
14,weekday,trip_1074,"CHOMU PULIYA",0
14,weekday,trip_1075,"CHOMU PULIYA",0
14,weekday,trip_1076,"CHOMU PULIYA",0
14,weekday,trip_1077,"CHOMU PULIYA",0
14,weekday,trip_1078,"CHOMU PULIYA",0
14,weekday,trip_1079,"CHOMU PULIYA",0
14,weekday,trip_1080,"CHOMU PULIYA",0
14,weekday,trip_1081,"CHOMU PULIYA",0
14,weekday,trip_1082,"CHOMU PULIYA",0
14,weekday,trip_1083,"CHOMU PULIYA",0
14,weekday,trip_1084,"CHOMU PULIYA",0
14,weekday,trip_1085,"CHOMU PULIYA",0
14,weekday,trip_1086,"CHOMU PULIYA",0
14,weekday,trip_1087,"CHOMU PULIYA",0
14,weekday,trip_1088,"CHOMU PULIYA",0
14,weekday,trip_1089,"CHOMU PULIYA",0
14,weekday,trip_1090,"CHOMU PULIYA",0
14,weekday,trip_1091,"CHOMU PULIYA",0
14,weekday,trip_1092,"CHOMU PULIYA",0
14,weekday,trip_1093,"CHOMU PULIYA",0
14,weekday,trip_1094,"CHOMU PULIYA",0
14,weekday,trip_1095,"CHOMU PULIYA",0
14,weekday,trip_1096,"CHOMU PULIYA",0
14,weekday,trip_1097,"CHOMU PULIYA",0
14,weekday,trip_1098,"CHOMU PULIYA",0
14,weekday,trip_1099,"CHOMU PULIYA",0
14,weekday,trip_1100,"CHOMU PULIYA",0
14,weekday,trip_1101,"CHOMU PULIYA",0
14,weekday,trip_1102,"CHOMU PULIYA",0
14,weekday,trip_1103,"BASSI",1
14,weekday,trip_1104,"BASSI",1
14,weekday,trip_1105,"BASSI",1
14,weekday,trip_1106,"BASSI",1
14,weekday,trip_1107,"BASSI",1
14,weekday,trip_1108,"BASSI",1
14,weekday,trip_1109,"BASSI",1
14,weekday,trip_1110,"BASSI",1
14,weekday,trip_1111,"BASSI",1
14,weekday,trip_1112,"BASSI",1
14,weekday,trip_1113,"BASSI",1
14,weekday,trip_1114,"BASSI",1
14,weekday,trip_1115,"BASSI",1
14,weekday,trip_1116,"BASSI",1
14,weekday,trip_1117,"BASSI",1
14,weekday,trip_1118,"BASSI",1
14,weekday,trip_1119,"BASSI",1
14,weekday,trip_1120,"BASSI",1
14,weekday,trip_1121,"BASSI",1
14,weekday,trip_1122,"BASSI",1
14,weekday,trip_1123,"BASSI",1
14,weekday,trip_1124,"BASSI",1
14,weekday,trip_1125,"BASSI",1
14,weekday,trip_1126,"BASSI",1
14,weekday,trip_1127,"BASSI",1
14,weekday,trip_1128,"BASSI",1
14,weekday,trip_1129,"BASSI",1
14,weekday,trip_1130,"BASSI",1
14,weekday,trip_1131,"BASSI",1
